,time,hp2.Pelec,lcodh.cost,heat_demand,hp2.COP,hp2.Q,storage.S,controller_APL.Pmin,controller_APL.Pmax,P_order,pth_switch
37,33300.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,1899.5720456719937,39.19670971517414,39.19670971517414,45.0,0.0
38,34200.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,1916.9819165264016,39.19670971517414,39.19670971517414,45.0,0.0
39,35100.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,1934.3917873808095,39.19670971517414,39.19670971517414,45.0,0.0
40,36000.0,45.0,-13.776630446515547,1.9475,4.1658351513406675,3.951560438801128,1951.8016582352175,39.19670971517414,39.19670971517414,45.0,1.0
41,36900.0,45.0,-13.776630446515547,1.9475,4.1658351513406675,3.951560438801128,1969.8382021844054,38.98781868359663,50.0,45.0,1.0
42,37800.0,45.0,-13.776630446515547,1.9475,4.1658351513406675,3.951560438801128,1987.8747461335934,38.98781868359663,50.0,45.0,1.0
43,38700.0,45.0,-13.776630446515547,1.9475,4.1658351513406675,3.951560438801128,2005.9112900827813,38.98781868359663,50.0,45.0,1.0
44,39600.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2023.9478340319693,38.98781868359663,50.0,45.0,1.0
45,40500.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2043.1086352455168,38.613066262125784,50.0,45.0,1.0
46,41400.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2062.2694364590643,38.613066262125784,50.0,45.0,1.0
47,42300.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2081.430237672612,38.613066262125784,50.0,45.0,1.0
48,43200.0,45.0,-14.068673940360538,1.9225,4.254144484824133,4.1062471154150995,2100.5910388861594,38.613066262125784,50.0,45.0,1.0
49,44100.0,45.0,-14.068673940360538,1.9225,4.254144484824133,4.1062471154150995,2120.2447629247217,38.448758653754716,50.0,45.0,1.0
50,45000.0,45.0,-14.068673940360538,1.9225,4.254144484824133,4.1062471154150995,2139.898486963284,38.448758653754716,50.0,45.0,1.0
51,45900.0,45.0,-14.068673940360538,1.9225,4.254144484824133,4.1062471154150995,2159.5522110018464,38.448758653754716,50.0,45.0,1.0
52,46800.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2179.205935040409,38.448758653754716,50.0,45.0,1.0
53,47700.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2199.696524477531,38.16980352098557,50.0,45.0,1.0
54,48600.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2220.1871139146533,38.16980352098557,50.0,45.0,1.0
55,49500.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2240.6777033517756,38.16980352098557,50.0,45.0,1.0
56,50400.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2261.168292788898,38.16980352098557,50.0,45.0,1.0
57,51300.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2281.65888222602,38.16980352098557,50.0,45.0,1.0
58,52200.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2302.1494716631423,38.16980352098557,50.0,45.0,1.0
59,53100.0,45.0,-14.218379397593264,1.91,4.299413047300915,4.1867321596714815,2322.6400611002646,38.16980352098557,50.0,45.0,1.0
60,54000.0,45.0,-14.098414752119767,1.92,4.263137635909734,4.1221722061703305,2343.130650537387,38.16980352098557,50.0,45.0,1.0
61,54900.0,45.0,-14.098414752119767,1.92,4.263137635909734,4.1221722061703305,2362.9502003929247,38.39348338148899,50.0,45.0,1.0
62,55800.0,45.0,-14.098414752119767,1.92,4.263137635909734,4.1221722061703305,2382.7697502484625,38.39348338148899,50.0,45.0,1.0
63,56700.0,45.0,-14.098414752119767,1.92,4.263137635909734,4.1221722061703305,2402.5893001040004,38.39348338148899,50.0,45.0,1.0
64,57600.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2422.408849959538,38.39348338148899,50.0,45.0,0.0
65,58500.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2441.5696511730857,38.613066262125756,38.613066262125756,45.0,0.0
66,59400.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2460.7304523866333,38.613066262125756,38.613066262125756,45.0,0.0
67,60300.0,45.0,-13.980043831852932,1.93,4.22734414181417,4.058977912624744,2479.891253600181,38.613066262125756,38.613066262125756,45.0,0.0
68,61200.0,45.0,-13.805403326304992,1.945,4.174535615107734,3.966664272017555,2499.0520548137283,38.613066262125756,38.613066262125756,45.0,0.0
69,62100.0,45.0,-13.805403326304992,1.945,4.174535615107734,3.966664272017555,2517.247033261947,38.93500718394732,38.93500718394732,45.0,0.0
70,63000.0,45.0,-13.805403326304992,1.945,4.174535615107734,3.966664272017555,2535.4420117101654,38.93500718394732,38.93500718394732,45.0,0.0
71,63900.0,45.0,-13.805403326304992,1.945,4.174535615107734,3.966664272017555,2553.636990158384,38.93500718394732,38.93500718394732,45.0,0.0
72,64800.0,45.0,-13.747951697927189,1.95,4.15716315136,3.9365356409344785,2571.8319686066025,38.93500718394732,38.93500718394732,45.0,0.0
73,65700.0,45.0,-13.747951697927189,1.95,4.15716315136,3.9365356409344785,2589.7107893750217,39.04039307719655,39.04039307719655,45.0,0.0
74,66600.0,45.0,-13.747951697927189,1.95,4.15716315136,3.9365356409344785,2607.589610143441,39.04039307719655,39.04039307719655,45.0,0.0
75,67500.0,45.0,-13.747951697927189,1.95,4.15716315136,3.9365356409344785,2625.46843091186,39.04039307719655,39.04039307719655,45.0,0.0
76,68400.0,45.0,-13.71936662197997,1.9525,4.148519476504457,3.921589339241395,2643.3472516802794,39.04039307719655,39.04039307719655,45.0,0.0
77,69300.0,45.0,-13.71936662197997,1.9525,4.148519476504457,3.921589339241395,2661.069055733651,39.0927319822758,39.0927319822758,45.0,0.0
78,70200.0,45.0,-13.71936662197997,1.9525,4.148519476504457,3.921589339241395,2678.790859787023,39.0927319822758,39.0927319822758,45.0,0.0
79,71100.0,45.0,-13.71936662197997,1.9525,4.148519476504457,3.921589339241395,2696.5126638403945,39.0927319822758,39.0927319822758,45.0,0.0
80,72000.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,2714.234467893766,39.0927319822758,39.0927319822758,45.0,0.0
81,72900.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,2731.644338748174,39.19670971517414,39.19670971517414,45.0,0.0
82,73800.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,2749.054209602582,39.19670971517414,39.19670971517414,45.0,0.0
83,74700.0,45.0,-13.662475684570904,1.9575,4.131316556837597,3.89193009494195,2766.46408045699,39.19670971517414,39.19670971517414,45.0,0.0
84,75600.0,45.0,-13.605954088206206,1.9625,4.114225320060937,3.8625785006941658,2783.873951311398,39.19670971517414,39.19670971517414,45.0,0.0
85,76500.0,45.0,-13.605954088206206,1.9625,4.114225320060937,3.8625785006941658,2800.974657817642,39.29976449791749,39.29976449791749,45.0,0.0
86,77400.0,45.0,-13.605954088206206,1.9625,4.114225320060937,3.8625785006941658,2818.075364323886,39.29976449791749,39.29976449791749,45.0,0.0
87,78300.0,45.0,-13.605954088206206,1.9625,4.114225320060937,3.8625785006941658,2835.17607083013,39.29976449791749,39.29976449791749,45.0,0.0
88,79200.0,45.0,-13.577830711058636,1.965,4.105721255620028,3.8480167813615007,2852.276777336374,39.29976449791749,39.29976449791749,45.0,0.0
89,80100.0,45.0,-13.577830711058636,1.965,4.105721255620028,3.8480167813615007,2869.223928368592,39.350949655915485,39.350949655915485,45.0,0.0
90,81000.0,45.0,-13.577830711058636,1.965,4.105721255620028,3.8480167813615007,2886.1710794008104,39.350949655915485,39.350949655915485,45.0,0.0
91,81900.0,45.0,-13.577830711058636,1.965,4.105721255620028,3.8480167813615007,2903.1182304330287,39.350949655915485,39.350949655915485,45.0,0.0
92,82800.0,45.0,-13.54979838277893,1.9675,4.097244722916702,3.8335304357540547,2920.065381465247,39.350949655915485,39.350949655915485,45.0,0.0
93,83700.0,45.0,-13.54979838277893,1.9675,4.097244722916702,3.8335304357540547,2936.8596553870702,39.40190869273782,39.40190869273782,45.0,0.0
94,84600.0,45.0,-13.54979838277893,1.9675,4.097244722916702,3.8335304357540547,2953.6539293088936,39.40190869273782,39.40190869273782,45.0,0.0
95,85500.0,45.0,-13.54979838277893,1.9675,4.097244722916702,3.8335304357540547,2970.448203230717,39.40190869273782,39.40190869273782,45.0,0.0
