,time,P_net,P_pv,P_ev,T_indoor
72,64800.0,0.0016786085111795321,0.000253538085,0.0,16.76409920457247
73,65700.0,0.004739667774700267,0.0,0.00027171737698650315,16.78411718412543
74,66600.0,0.004707550355529097,0.0,0.00024960894759181286,16.789182959427453
75,67500.0,0.004465979175103616,0.0,0.00023057065481734237,16.756299000447715
76,68400.0,0.0044657655514308845,0.0,0.00021391505165474186,16.714257714243228
77,69300.0,0.004692047168404414,0.0,0.00019917602552602885,16.689078053788197
78,70200.0,0.0046914835467043855,0.0,0.00018602257359848464,16.654818190493724
79,71100.0,0.0024768028631908584,0.0,0.00017421195843772091,16.36311409061956
80,72000.0,0.002611999338333576,0.0,0.00016355638364335637,16.08942525765274
81,72900.0,0.004159193484997337,0.0,0.00015390611382370604,15.992321627551869
82,73800.0,0.004195138827483465,0.0,0.00014513882748346484,15.895021220693689
83,74700.0,0.003967154698615807,0.0,0.00013715469861580722,15.768374803941674
84,75600.0,0.003959864597029375,0.0,0.00012986459702937517,15.63909808217088
85,76500.0,0.004173197191467031,0.0,0.00012319719146703067,15.53275606358075
86,77400.0,0.0041670865029511,0.0,0.00011708650295109991,15.424435387726728
87,78300.0,0.0027414778787896044,0.0,0.00011147787878960428,15.155257043504145
88,79200.0,0.0027363218001684227,0.0,0.00010632180016842314,14.892438335894374
89,80100.0,0.0029515738693884777,0.0,0.00010157386938847758,14.661337101413045
90,81000.0,0.0029471974022334427,0.0,9.719740223344249e-05,14.436758373541878
91,81900.0,0.002723158468764371,0.0,9.315846876437114e-05,14.194553226783219
92,82800.0,0.002719426164883704,0.0,8.942616488370392e-05,13.96107534727838
93,83700.0,0.001475434908717908,0.0,8.597258235709775e-05,13.593673784307859
94,84600.0,0.0016559357391373673,0.0,8.277263129129653e-05,13.262648981288475
95,85500.0,0.0015984805034495078,0.0,7.980499409374514e-05,12.940566335350004
