,time,P_net,P_ev_mall,P_hvac_mall,T_zone_avg
74,66600.0,0.11206344730691933,0.01,0.03256344730691933,20.264734936421195
75,67500.0,0.11355759045519005,0.01,0.03255759045519005,20.093891533089508
76,68400.0,0.1150427505883681,0.01,0.03254275058836811,19.918785912999
77,69300.0,0.11651945964718148,0.01,0.032519459647181476,19.74052533172264
78,70200.0,0.11498780146897813,0.01,0.03248780146897813,19.560209503186275
79,71100.0,0.11344829841986734,0.01,0.03244829841986735,19.37887381806702
80,72000.0,0.11190144532880689,0.01,0.03240144532880688,19.19749785315058
81,72900.0,0.10359771439258564,0.01,0.032347714392585644,19.017012803911133
82,73800.0,0.10203715432820923,0.01,0.032287154328209236,18.83836767879724
83,74700.0,0.10047106520294392,0.01,0.032221065202943926,18.662349791158192
84,75600.0,0.10039900940110619,0.01,0.03214900940110618,18.489841303272943
85,76500.0,0.09122225636710772,0.0074,0.03207225636710771,18.32157185263019
86,77400.0,0.09114075258582374,0.0074,0.03199075258582375,18.158314213540958
87,78300.0,0.08105529018858021,0.0074,0.03190529018858021,18.000761359843818
88,79200.0,0.06996659469603012,0.0074,0.03181659469603011,17.84953538363919
89,80100.0,0.03323110179192032,0.0074,0.022331101791920313,15.666063262490832
90,81000.0,0.013158505962713906,0.0074,0.0022585059627139074,14.738525335143754
91,81900.0,0.027513557212410084,0.0074,0.016613557212410084,14.657875394027434
92,82800.0,0.029565947751708187,0.0074,0.018665947751708184,14.669765038375933
93,83700.0,0.02957834862162837,0.0074,0.018678348621628375,14.681242054686019
94,84600.0,0.029579137632147336,0.0074,0.018679137632147336,14.692511903033884
95,85500.0,0.029568936618094434,0.0074,0.01866893661809443,14.703765752108291
