,time,P_net,P_refrig,P_hvac_sup,T_store
70,63000.0,0.026352857992779394,0.0025290661418855766,0.00827122042232239,19.94593741116855
71,63900.0,0.02673216446068211,0.0025129994343410537,0.008352879312055346,19.88330842110504
72,64800.0,0.027105481904435166,0.002495605077846139,0.008427591112303312,19.79967596173124
73,65700.0,0.025822539569322435,0.0008433225320577079,0.008479217037264725,19.635121657974086
74,66600.0,0.025863559882443793,0.0008378373885991363,0.008525722493844656,19.458347681823447
75,67500.0,0.032421110281553187,0.007271861741058376,0.008649248540494812,19.56982316161289
76,68400.0,0.027620678436563708,0.002424417669588159,0.008696260766975546,19.411111836581057
77,69300.0,0.027639916525085264,0.0024023654021758096,0.008737551122909457,19.241321327426103
78,70200.0,0.02765310179174378,0.0023801241977382047,0.008772977594005575,19.06217191521358
79,71100.0,0.02766053386099905,0.002357847504069224,0.00880268635692983,18.875333460743686
80,72000.0,0.027662492457399317,0.0023356829448728665,0.008826809512526448,18.68242919880142
81,72900.0,0.027659239087766317,0.002313772714179052,0.008845466373587265,18.48503924640624
82,73800.0,0.027650775657006143,0.0022922940517762372,0.008858481605229906,18.284783803815348
83,74700.0,0.027637842802256743,0.0022713041832973266,0.008866538618959417,18.083080220003083
84,75600.0,0.027620142928630496,0.0022510058974903905,0.008869137031140105,17.88147817886574
85,76500.0,0.02759839211020937,0.002231448940694416,0.008866943169514951,17.68132982674201
86,77400.0,0.027572512299507714,0.0022127887213682453,0.00885972357813947,17.484044597187022
87,78300.0,0.027542930980492736,0.0021951038116372517,0.00884782716885548,17.290924950667897
88,79200.0,0.02751004279180632,0.002178465697699518,0.0088315770941068,17.103174481476955
89,80100.0,0.02197372159601469,0.0021630174858685795,0.00881070411014611,16.922065302491347
90,81000.0,0.021934353629014393,0.0021488278218504396,0.008785525807163953,16.748772951326742
91,81900.0,0.021892296591204202,0.002135959654614783,0.00875633693658942,16.584383716820085
92,82800.0,0.01684788217183818,0.0021244709210138167,0.008723411250824363,16.429901412430297
93,83700.0,0.017585835102705834,0.002114415171009406,0.012971419931696431,14.970053467934457
94,84600.0,0.01243773951095935,0.0020238062785506977,0.007913933232408653,14.0
95,85500.0,0.007867049400097262,0.0019644837799717915,0.0034025656201254703,14.0
